Label (Grouping),Alabama_Total,Alabama_Male,Alabama_Female,Alaska_Total,Alaska_Male,Alaska_Female,Arizona_Total,Arizona_Male,Arizona_Female,Arkansas_Total,Arkansas_Male,Arkansas_Female,California_Total,California_Male,California_Female,Colorado_Total,Colorado_Male,Colorado_Female,Connecticut_Total,Connecticut_Male,Connecticut_Female,Delaware_Total,Delaware_Male,Delaware_Female,District_of_Columbia_Total,District_of_Columbia_Male,District_of_Columbia_Female,Florida_Total,Florida_Male,Florida_Female,Georgia_Total,Georgia_Male,Georgia_Female,Hawaii_Total,Hawaii_Male,Hawaii_Female,Idaho_Total,Idaho_Male,Idaho_Female,Illinois_Total,Illinois_Male,Illinois_Female,Indiana_Total,Indiana_Male,Indiana_Female,Iowa_Total,Iowa_Male,Iowa_Female,Kansas_Total,Kansas_Male,Kansas_Female,Kentucky_Total,Kentucky_Male,Kentucky_Female,Louisiana_Total,Louisiana_Male,Louisiana_Female,Maine_Total,Maine_Male,Maine_Female,Maryland_Total,Maryland_Male,Maryland_Female,Massachusetts_Total,Massachusetts_Male,Massachusetts_Female,Michigan_Total,Michigan_Male,Michigan_Female,Minnesota_Total,Minnesota_Male,Minnesota_Female,Mississippi_Total,Mississippi_Male,Mississippi_Female,Missouri_Total,Missouri_Male,Missouri_Female,Montana_Total,Montana_Male,Montana_Female,Nebraska_Total,Nebraska_Male,Nebraska_Female,Nevada_Total,Nevada_Male,Nevada_Female,New_Hampshire_Total,New_Hampshire_Male,New_Hampshire_Female,New_Jersey_Total,New_Jersey_Male,New_Jersey_Female,New_Mexico_Total,New_Mexico_Male,New_Mexico_Female,New_York_Total,New_York_Male,New_York_Female,North_Carolina_Total,North_Carolina_Male,North_Carolina_Female,North_Dakota_Total,North_Dakota_Male,North_Dakota_Female,Ohio_Total,Ohio_Male,Ohio_Female,Oklahoma_Total,Oklahoma_Male,Oklahoma_Female,Oregon_Total,Oregon_Male,Oregon_Female,Pennsylvania_Total,Pennsylvania_Male,Pennsylvania_Female,Rhode_Island_Total,Rhode_Island_Male,Rhode_Island_Female,South_Carolina_Total,South_Carolina_Male,South_Carolina_Female,South_Dakota_Total,South_Dakota_Male,South_Dakota_Female,Tennessee_Total,Tennessee_Male,Tennessee_Female,Texas_Total,Texas_Male,Texas_Female,Utah_Total,Utah_Male,Utah_Female,Vermont_Total,Vermont_Male,Vermont_Female,Virginia_Total,Virginia_Male,Virginia_Female,Washington_Total,Washington_Male,Washington_Female,West_Virginia_Total,West_Virginia_Male,West_Virginia_Female,Wisconsin_Total,Wisconsin_Male,Wisconsin_Female,Wyoming_Total,Wyoming_Male,Wyoming_Female
    Median earnings (dollars),36953,44443,30824,47357,53127,41567,42346,47810,37718,36761,42081,31520,45575,51521,39836,49195,56047,41135,50183,56751,41904,43181,50536,40305,74436,80852,70426,39920,44641,34181,41046,46944,35671,45043,51447,39087,37395,44693,29788,44765,52013,38404,40900,48618,33627,41625,48975,35022,40394,47126,33272,37851,43482,32167,37554,46317,30686,41192,46286,36498,52436,59729,46337,52528,61410,44843,40610,48049,32767,47393,54101,40545,35467,41310,30531,40267,46270,34222,37573,43975,32050,41403,48642,34864,40360,43913,35841,49617,57863,41552,51884,60351,43165,36381,40673,32347,47414,52991,41436,40679,45506,35441,42807,51152,36162,41140,48427,34416,36988,42328,31509,41996,48520,36275,43371,51284,36594,47266,53320,40839,38153,44319,32319,40978,46891,35540,40190,45868,33514,41277,48299,34035,40959,51699,31050,42147,46185,39356,48178,55333,40560,51640,60621,42221,37256,44476,31364,42873,50488,36604,39954,49839,32207
